Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Property ID,Image Link
20-05-2022,3,25000,1685,Ground out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4534,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4614
16-05-2022,2,12500,1250,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4535,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4615
05-07-2022,3,22000,1800,1 out of 2,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Family,3,Contact Owner,4536,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4616
25-06-2022,2,7500,853,4 out of 5,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4537,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4617
06-07-2022,3,42000,2000,4 out of 17,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,4538,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4618
12-05-2022,1,8000,800,Ground out of 2,Super Area,Adikmet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,4539,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4619
23-06-2022,2,20000,1200,Ground out of 1,Super Area,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4540,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4620
10-07-2022,2,19000,1100,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4541,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4621
06-07-2022,1,14000,550,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,4542,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4622
11-06-2022,4,200000,4761,1 out of 35,Carpet Area,K P H B Phase 4,Hyderabad,Semi-Furnished,Bachelors,6,Contact Owner,4543,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4623
29-06-2022,2,18500,920,3 out of 5,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4544,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4624
29-06-2022,3,38000,1400,4 out of 6,Carpet Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4545,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4625
10-07-2022,3,67000,2310,3 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,3,Contact Agent,4546,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4626
12-05-2022,2,5000,650,2 out of 3,Super Area,Balanagar,Hyderabad,Unfurnished,Family,2,Contact Owner,4547,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4627
06-06-2022,1,25000,700,5 out of 5,Carpet Area,"Dwarakapuri, Punjagutta, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4548,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4628
12-05-2022,1,7000,300,1 out of 3,Super Area,"Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4549,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4629
12-05-2022,4,10000,100,1 out of 3,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4550,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4630
02-05-2022,2,25000,1050,1 out of 5,Carpet Area,"Siddhi Vinayak Nagar, Madhapur",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4551,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4631
02-07-2022,2,11000,1125,1 out of 2,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4552,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4632
02-07-2022,4,17000,1600,2 out of 5,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner,4553,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4633
17-06-2022,3,47000,2400,1 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,4554,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4634
10-06-2022,2,10000,650,3 out of 5,Super Area,Vandanapuri colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4555,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4635
30-04-2022,1,7500,1000,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4556,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4636
12-05-2022,2,10000,900,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4557,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4637
24-05-2022,2,11000,1250,1 out of 3,Super Area,Hyderabad Shah Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4558,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4638
28-06-2022,2,21000,1020,8 out of 9,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4559,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4639
31-05-2022,3,15000,1270,1,Carpet Area,Tarnaka,Hyderabad,Furnished,Family,2,Contact Owner,4560,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4640
25-05-2022,1,7500,600,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4561,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4641
14-06-2022,1,6500,500,2 out of 3,Carpet Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors,1,Contact Owner,4562,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4642
23-06-2022,2,7500,800,2 out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4563,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4643
02-07-2022,3,15000,1500,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4564,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4644
12-05-2022,2,11000,1200,2 out of 3,Super Area,BHEL,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4565,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4645
06-07-2022,3,23000,1900,1 out of 2,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4566,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4646
30-04-2022,2,11000,950,2 out of 4,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4567,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4647
30-04-2022,1,8000,300,1 out of 3,Super Area,Allwyn Colony,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4568,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4648
02-07-2022,2,13000,1250,Ground out of 1,Super Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4569,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4649
09-05-2022,2,17000,1200,2 out of 4,Super Area,"Srini kunj Anasuya Enclave, Lingampally, Kachiguda, Hyderabad",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4570,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4650
09-07-2022,2,16000,1100,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4571,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4651
06-07-2022,2,12000,1100,2 out of 4,Super Area,Prem nagar-Erragadda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4572,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4652
18-06-2022,2,20000,1500,1 out of 2,Super Area,Jeedimetla,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4573,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4653
06-05-2022,3,18000,1400,4 out of 5,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4574,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4654
06-07-2022,3,50000,1742,11 out of 35,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,4575,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4655
30-06-2022,2,23000,1250,2 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,4576,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4656
20-05-2022,1,16500,650,1 out of 6,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,4577,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4657
06-07-2022,3,25000,1545,4 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4578,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4658
29-04-2022,1,13000,700,1 out of 2,Carpet Area,"Mythri Nagar, Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4579,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4659
06-07-2022,2,12000,1600,1 out of 5,Super Area,Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4580,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4660
06-07-2022,3,37000,1700,Ground out of 15,Super Area,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4581,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4661
06-07-2022,2,6500,920,Ground out of 27,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4582,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4662
14-06-2022,2,13000,1115,3 out of 5,Carpet Area,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,4583,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4663
09-05-2022,3,17500,1000,2 out of 4,Carpet Area,"Opp. Deccan college, Darusalam",Hyderabad,Semi-Furnished,Family,2,Contact Owner,4584,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4664
18-06-2022,2,15000,1200,3 out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4585,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4665
14-06-2022,1,4000,500,2 out of 3,Super Area,Almasguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4586,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4666
22-06-2022,3,15000,1850,1 out of 1,Super Area,"Tarapuri Colony, Secunderabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4587,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4667
30-04-2022,1,9000,600,2 out of 2,Super Area,Secretariat Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4588,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4668
02-07-2022,2,13000,200,3 out of 3,Carpet Area,Puppalaguda,Hyderabad,Unfurnished,Family,2,Contact Owner,4589,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4669
20-05-2022,3,25000,1500,1 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4590,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4670
29-06-2022,3,37000,2100,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4591,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4671
22-06-2022,3,25000,1250,1 out of 3,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4592,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4672
08-05-2022,1,13000,800,3 out of 4,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4593,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4673
15-06-2022,3,20000,1450,1 out of 5,Super Area,"Rethibowli, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4594,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4674
29-06-2022,3,37000,1960,8 out of 20,Super Area,aparna sarovar grande,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4595,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4675
29-06-2022,3,40000,1965,10 out of 14,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4596,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4676
29-06-2022,3,45000,1834,15 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4597,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4677
29-06-2022,3,44000,1834,12 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4598,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4678
16-05-2022,2,15000,1150,1 out of 4,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4599,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4679
29-06-2022,3,37000,1800,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,4600,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4680
07-06-2022,2,12000,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4601,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4681
14-06-2022,2,8000,1200,1 out of 3,Super Area,Dharmapuri Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4602,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4682
20-05-2022,3,30000,2000,1 out of 1,Super Area,Mithila Nagar-Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,5,Contact Owner,4603,https://images.unsplash.com/photo-1613490493576-7fde63acd811?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bHV4dXJ5JTIwaG91c2V8ZW58MHx8MHx8fDA%3D&w=1000&q=4683
